condition_index,v_max,candidate_index,source,label,theta_hash,rho_single
1,1.0,44,random,random_block_025,d3da8ec253e665a3,-0.2727306545153243
1,1.0,45,random,random_projected_026,94a0ce81ec0617d0,-1.1879926079811938
1,1.0,46,random,random_walk_027,668c99873e90da5c,-1.0316366964940378
1,1.0,47,random,random_block_028,6d619a8f6185d2d9,0.3151945332035686
1,1.0,48,random,random_projected_029,f23b753a6516fe37,-0.05053777833249895
1,1.0,49,random,random_walk_030,ece6f6aee5b0d0c2,-1.5886165804653611
1,1.0,50,random,random_block_031,5af1c962775f69ca,0.06933162825924288
1,1.0,51,random,random_projected_032,f1ba2c37efbcadea,-0.20901003611862046
1,1.0,52,random,random_walk_033,f6383977164bea80,-1.524955436330639
1,1.0,53,random,random_block_034,e14ed1a029282fcf,0.8868021379919961
1,1.0,54,random,random_projected_035,be53b64014fa15dd,-0.3916320699194289
1,1.0,55,random,random_walk_036,ae6fa6ca3f2eff9f,-2.6030513386749545
1,1.0,56,random,random_block_037,acd1efad6cc117c5,-0.23350983231821387
1,1.0,57,random,random_projected_038,2c4e3f22defe491e,-1.081238396945964
1,1.0,58,random,random_walk_039,83684a1dbc8249d5,-1.7525865000060223
1,1.0,59,random,random_block_040,2badbab18f75ed68,0.23574282875268326
1,1.0,60,random,random_projected_041,3ec7594a6274d1bb,-0.506234008755585
1,1.0,61,random,random_walk_042,f7383149e0133335,-2.60061037218623
1,1.0,62,random,random_block_043,1c1cbd1dcc866f11,0.8173697963894295
1,1.0,63,random,random_projected_044,0b7634f2396751df,-0.9403466317245981
1,1.0,64,random,random_walk_045,f5e69a85285ade52,-1.6036185135319845
1,1.0,65,random,random_block_046,c536a8a2e7507dcb,0.9102396964081425
1,1.0,66,random,random_projected_047,d16e8960d3ad1258,-0.7190782037602406
1,1.0,67,random,random_walk_048,c3006ed78e2d7887,-2.622375860148234
1,1.0,68,random,random_block_049,bb74085e747e27a6,0.4248907223631875
1,1.0,69,random,random_projected_050,74f42c1bf8db3072,-1.939104096115547
1,1.0,70,random,random_walk_051,d860c44eb0d52a86,-1.310913619212669
1,1.0,71,random,random_block_052,457f61a15af5a677,-0.24238228445535825
