provenance_label,phase,scenario,seed,cell_id,input,contract,contract_id,commanded_channels,probe_label,probe_description,probe_shape,channel_signs,measured_axis,window,threshold,peak,peak_mean,peak_std,peak_min,peak_max,rho_mean,rho_std,rho_min,rho_max,rho_mean_plus_2rho_std,rho_mean_minus_2rho_std,robust_label,theta_hash,theta_path,repeats,query_ids,timeout_retry_count,max_abs_theta,support_size_abs_gt_0p1,active_channels_abs_gt_0p1
exploratory-hypothesis,Phase-0,px4_position,0,G04,I1,C1 Brake,C1,yaw,yaw_plus_full,"saturated plus yaw; active [0,5] then neutral tail",I1,yaw:+,yaw_rate,"[11,13]",0.26179938779914946,0.017693210951983878,0.017693210951983878,0.0037430859410373415,0.0130304303020238,0.0218588542193174,0.24410617684716557,0.003743085941037344,0.23994053357983205,0.24876895749712566,0.25159234872924024,0.2366200049650909,robust_safe,2179b4bc58a97941,artifacts/contract_grid_summary/thetas/G04_yaw_plus_full_2179b4bc58a97941.npy,5,2179b4bc58a97941_px4_position_0_contract_grid_G04_yaw_plus_full_repeat0;2179b4bc58a97941_px4_position_0_contract_grid_G04_yaw_plus_full_repeat1;2179b4bc58a97941_px4_position_0_contract_grid_G04_yaw_plus_full_repeat2;2179b4bc58a97941_px4_position_0_contract_grid_G04_yaw_plus_full_repeat3;2179b4bc58a97941_px4_position_0_contract_grid_G04_yaw_plus_full_repeat4,0,1.0,10,yaw
exploratory-hypothesis,Phase-0,px4_position,0,G04,I1,C1 Brake,C1,yaw,yaw_minus_full,"saturated minus yaw; active [0,5] then neutral tail",I1,yaw:-,yaw_rate,"[11,13]",0.26179938779914946,0.020103735104203165,0.020103735104203165,0.0029662283516357028,0.0176061447709798,0.0249524004757404,0.2416956526949463,0.002966228351635707,0.23684698732340906,0.24419324302816967,0.24762810939821772,0.2357631959916749,robust_safe,77d98d619068d70e,artifacts/contract_grid_summary/thetas/G04_yaw_minus_full_77d98d619068d70e.npy,5,77d98d619068d70e_px4_position_0_contract_grid_G04_yaw_minus_full_repeat0;77d98d619068d70e_px4_position_0_contract_grid_G04_yaw_minus_full_repeat1;77d98d619068d70e_px4_position_0_contract_grid_G04_yaw_minus_full_repeat2;77d98d619068d70e_px4_position_0_contract_grid_G04_yaw_minus_full_repeat3;77d98d619068d70e_px4_position_0_contract_grid_G04_yaw_minus_full_repeat4,0,1.0,10,yaw
exploratory-hypothesis,Phase-0,px4_position,0,G05,I1,C2 Level,C2,roll,zero_anchor,all-neutral zero anchor,zero,neutral,tilt,"[11,13]",0.061086523819801536,0.0041033171777427446,0.0041033171777427446,0.0017908118855169501,0.002277963223148954,0.006514706136419602,0.05698320664205879,0.0017908118855169501,0.054571817683381936,0.058808560596652584,0.06056483041309269,0.05340158287102489,robust_safe,7b6436b0c98f6238,artifacts/contract_grid_summary/thetas/G05_zero_anchor_7b6436b0c98f6238.npy,5,7b6436b0c98f6238_px4_position_0_contract_grid_G05_zero_anchor_repeat0;7b6436b0c98f6238_px4_position_0_contract_grid_G05_zero_anchor_repeat1;7b6436b0c98f6238_px4_position_0_contract_grid_G05_zero_anchor_repeat2;7b6436b0c98f6238_px4_position_0_contract_grid_G05_zero_anchor_repeat3;7b6436b0c98f6238_px4_position_0_contract_grid_G05_zero_anchor_repeat4,0,0.0,0,
exploratory-hypothesis,Phase-0,px4_position,0,G05,I1,C2 Level,C2,roll,roll_plus_full,"saturated plus roll; active [0,5] then neutral tail",I1,roll:+,tilt,"[11,13]",0.061086523819801536,0.057287058209266196,0.057287058209266196,0.003884732891440405,0.05152186871761659,0.06113656269277322,0.0037994656105353464,0.003884732891440405,-5.00388729716833e-05,0.009564655102184946,0.011568931393416157,-0.003970000172345464,noise_band,b96ead7c8720e928,artifacts/contract_grid_summary/thetas/G05_roll_plus_full_b96ead7c8720e928.npy,5,b96ead7c8720e928_px4_position_0_contract_grid_G05_roll_plus_full_repeat0;b96ead7c8720e928_px4_position_0_contract_grid_G05_roll_plus_full_repeat1;b96ead7c8720e928_px4_position_0_contract_grid_G05_roll_plus_full_repeat2;b96ead7c8720e928_px4_position_0_contract_grid_G05_roll_plus_full_repeat3;b96ead7c8720e928_px4_position_0_contract_grid_G05_roll_plus_full_repeat4,0,1.0,10,roll
exploratory-hypothesis,Phase-0,px4_position,0,G05,I1,C2 Level,C2,roll,roll_minus_full,"saturated minus roll; active [0,5] then neutral tail",I1,roll:-,tilt,"[11,13]",0.061086523819801536,0.06050448801871407,0.06050448801871407,0.0028599874140597184,0.05620118653059785,0.06417274379647876,0.0005820358010874743,0.002859987414059719,-0.0030862199766772264,0.004885337289203685,0.006302010629206912,-0.005137939027031964,noise_band,efc822e18fc44e8c,artifacts/contract_grid_summary/thetas/G05_roll_minus_full_efc822e18fc44e8c.npy,5,efc822e18fc44e8c_px4_position_0_contract_grid_G05_roll_minus_full_repeat0;efc822e18fc44e8c_px4_position_0_contract_grid_G05_roll_minus_full_repeat1;efc822e18fc44e8c_px4_position_0_contract_grid_G05_roll_minus_full_repeat2;efc822e18fc44e8c_px4_position_0_contract_grid_G05_roll_minus_full_repeat3;efc822e18fc44e8c_px4_position_0_contract_grid_G05_roll_minus_full_repeat4,0,1.0,10,roll
exploratory-hypothesis,Phase-0,px4_position,0,G06,I1,C2 Level,C2,pitch,zero_anchor,all-neutral zero anchor,zero,neutral,tilt,"[11,13]",0.061086523819801536,0.0024125728767934217,0.0024125728767934217,0.0009141014252113634,0.0015338482179540322,0.0037102837351741,0.05867395094300811,0.0009141014252113622,0.05737624008462744,0.0595526756018475,0.06050215379343084,0.056845748092585385,robust_safe,7b6436b0c98f6238,artifacts/contract_grid_summary/thetas/G06_zero_anchor_7b6436b0c98f6238.npy,5,7b6436b0c98f6238_px4_position_0_contract_grid_G06_zero_anchor_repeat0;7b6436b0c98f6238_px4_position_0_contract_grid_G06_zero_anchor_repeat1;7b6436b0c98f6238_px4_position_0_contract_grid_G06_zero_anchor_repeat2;7b6436b0c98f6238_px4_position_0_contract_grid_G06_zero_anchor_repeat3;7b6436b0c98f6238_px4_position_0_contract_grid_G06_zero_anchor_repeat4,0,0.0,0,
exploratory-hypothesis,Phase-0,px4_position,0,G06,I1,C2 Level,C2,pitch,pitch_plus_full,"saturated plus pitch; active [0,5] then neutral tail",I1,pitch:+,tilt,"[11,13]",0.061086523819801536,0.055765439608551536,0.055765439608551536,0.0031307355887652067,0.05049176497748314,0.058155292941500104,0.00532108421125,0.0031307355887652067,0.0029312308783014315,0.010594758842318398,0.011582555388780414,-0.000940386966280413,noise_band,a08edfccf9989958,artifacts/contract_grid_summary/thetas/G06_pitch_plus_full_a08edfccf9989958.npy,5,a08edfccf9989958_px4_position_0_contract_grid_G06_pitch_plus_full_repeat0;a08edfccf9989958_px4_position_0_contract_grid_G06_pitch_plus_full_repeat1;a08edfccf9989958_px4_position_0_contract_grid_G06_pitch_plus_full_repeat2;a08edfccf9989958_px4_position_0_contract_grid_G06_pitch_plus_full_repeat3;a08edfccf9989958_px4_position_0_contract_grid_G06_pitch_plus_full_repeat4,0,1.0,10,pitch
exploratory-hypothesis,Phase-0,px4_position,0,G06,I1,C2 Level,C2,pitch,pitch_minus_full,"saturated minus pitch; active [0,5] then neutral tail",I1,pitch:-,tilt,"[11,13]",0.061086523819801536,0.05957577022150669,0.05957577022150669,0.005551963249184103,0.05384234259265831,0.06551261189882879,0.001510753598294852,0.005551963249184103,-0.004426088079027252,0.007244181227143223,0.012614680096663057,-0.009593172900073355,noise_band,e89a4b6a2371829e,artifacts/contract_grid_summary/thetas/G06_pitch_minus_full_e89a4b6a2371829e.npy,5,e89a4b6a2371829e_px4_position_0_contract_grid_G06_pitch_minus_full_repeat0;e89a4b6a2371829e_px4_position_0_contract_grid_G06_pitch_minus_full_repeat1;e89a4b6a2371829e_px4_position_0_contract_grid_G06_pitch_minus_full_repeat2;e89a4b6a2371829e_px4_position_0_contract_grid_G06_pitch_minus_full_repeat3;e89a4b6a2371829e_px4_position_0_contract_grid_G06_pitch_minus_full_repeat4,0,1.0,10,pitch
exploratory-hypothesis,Phase-0,px4_position,0,G07,I2,C3 Envelope,C3,roll,zero_anchor,all-neutral zero anchor,zero,neutral,v_xy,"[2,5]",12.0,0.02587588755208492,0.02587588755208492,0.010198837199591313,0.013768001791302375,0.04027322195400957,11.974124112447914,0.01019883719959153,11.95972677804599,11.986231998208698,11.994521786847097,11.953726438048731,robust_safe,7b6436b0c98f6238,artifacts/contract_grid_summary/thetas/G07_zero_anchor_7b6436b0c98f6238.npy,5,7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat0;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat1;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat2;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat3;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat4,0,0.0,0,
exploratory-hypothesis,Phase-0,px4_position,0,G07,I2,C3 Envelope,C3,roll,zero_anchor,all-neutral zero anchor,zero,neutral,tilt,"[2,5]",0.6108652381980153,0.00421349541301199,0.00421349541301199,0.0021980401458855567,0.001979753938158992,0.007811742732242333,0.6066517427850033,0.0021980401458855854,0.6030534954657729,0.6088854842598563,0.6110478230767745,0.6022556624932321,robust_safe,7b6436b0c98f6238,artifacts/contract_grid_summary/thetas/G07_zero_anchor_7b6436b0c98f6238.npy,5,7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat0;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat1;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat2;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat3;7b6436b0c98f6238_px4_position_0_contract_grid_G07_zero_anchor_repeat4,0,0.0,0,
exploratory-hypothesis,Phase-0,px4_position,0,G07,I2,C3 Envelope,C3,roll,roll_plus_full,"saturated plus roll; active [0,5] then neutral tail",I2_step_hold,roll:+,v_xy,"[2,5]",12.0,6.516198649161794,6.516198649161794,0.32386514455502446,6.040501558018531,6.897767241277375,5.483801350838205,0.32386514455502446,5.102232758722625,5.959498441981469,6.131531639948254,4.836071061728156,robust_safe,b96ead7c8720e928,artifacts/contract_grid_summary/thetas/G07_roll_plus_full_b96ead7c8720e928.npy,5,b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat0;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat1;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat2;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat3;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat4,0,1.0,10,roll
exploratory-hypothesis,Phase-0,px4_position,0,G07,I2,C3 Envelope,C3,roll,roll_plus_full,"saturated plus roll; active [0,5] then neutral tail",I2_step_hold,roll:+,tilt,"[2,5]",0.6108652381980153,0.4296126198787052,0.4296126198787052,0.0013214267615491299,0.42756715567535464,0.4312524963708913,0.1812526183193101,0.0013214267615491299,0.179612741827124,0.18329808252266067,0.18389547184240837,0.17860976479621185,robust_safe,b96ead7c8720e928,artifacts/contract_grid_summary/thetas/G07_roll_plus_full_b96ead7c8720e928.npy,5,b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat0;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat1;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat2;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat3;b96ead7c8720e928_px4_position_0_contract_grid_G07_roll_plus_full_repeat4,0,1.0,10,roll
exploratory-hypothesis,Phase-0,px4_position,0,G07,I2,C3 Envelope,C3,roll,roll_minus_full,"saturated minus roll; active [0,5] then neutral tail",I2_step_hold,roll:-,v_xy,"[2,5]",12.0,6.7183591351396315,6.7183591351396315,0.1927192068384705,6.487487412081433,6.955531320060392,5.281640864860369,0.1927192068384705,5.044468679939608,5.512512587918567,5.667079278537311,4.896202451183428,robust_safe,efc822e18fc44e8c,artifacts/contract_grid_summary/thetas/G07_roll_minus_full_efc822e18fc44e8c.npy,5,efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat0;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat1;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat2;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat3;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat4,0,1.0,10,roll
exploratory-hypothesis,Phase-0,px4_position,0,G07,I2,C3 Envelope,C3,roll,roll_minus_full,"saturated minus roll; active [0,5] then neutral tail",I2_step_hold,roll:-,tilt,"[2,5]",0.6108652381980153,0.4298438372665096,0.4298438372665096,0.0024363264693434326,0.42744710273722575,0.4333586299794733,0.18102140093150568,0.0024363264693434326,0.17750660821854203,0.18341813546078956,0.18589405387019253,0.17614874799281882,robust_safe,efc822e18fc44e8c,artifacts/contract_grid_summary/thetas/G07_roll_minus_full_efc822e18fc44e8c.npy,5,efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat0;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat1;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat2;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat3;efc822e18fc44e8c_px4_position_0_contract_grid_G07_roll_minus_full_repeat4,0,1.0,10,roll
exploratory-hypothesis,Phase-0,px4_position,0,G08,I2,C3 Envelope,C3,pitch,zero_anchor,all-neutral zero anchor,zero,neutral,v_xy,"[2,5]",12.0,0.03033974796737531,0.03033974796737531,0.011633531520077478,0.013262910652349443,0.04041411187647325,11.969660252032623,0.01163353152007747,11.959585888123527,11.98673708934765,11.992927315072778,11.946393188992468,robust_safe,7b6436b0c98f6238,artifacts/contract_grid_summary/thetas/G08_zero_anchor_7b6436b0c98f6238.npy,5,7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat0;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat1;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat2;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat3;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat4,0,0.0,0,
exploratory-hypothesis,Phase-0,px4_position,0,G08,I2,C3 Envelope,C3,pitch,zero_anchor,all-neutral zero anchor,zero,neutral,tilt,"[2,5]",0.6108652381980153,0.004972921424332753,0.004972921424332753,0.0013814329585129352,0.0034326446523835724,0.006469298349198698,0.6058923167736825,0.0013814329585129404,0.6043959398488166,0.6074325935456317,0.6086551826907084,0.6031294508566566,robust_safe,7b6436b0c98f6238,artifacts/contract_grid_summary/thetas/G08_zero_anchor_7b6436b0c98f6238.npy,5,7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat0;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat1;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat2;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat3;7b6436b0c98f6238_px4_position_0_contract_grid_G08_zero_anchor_repeat4,0,0.0,0,
exploratory-hypothesis,Phase-0,px4_position,0,G08,I2,C3 Envelope,C3,pitch,pitch_plus_full,"saturated plus pitch; active [0,5] then neutral tail",I2_step_hold,pitch:+,v_xy,"[2,5]",12.0,6.691895308922838,6.691895308922838,0.10974507334342201,6.55119642436519,6.8527357710030525,5.308104691077162,0.10974507334342201,5.1472642289969475,5.44880357563481,5.527594837764006,5.0886145443903175,robust_safe,a08edfccf9989958,artifacts/contract_grid_summary/thetas/G08_pitch_plus_full_a08edfccf9989958.npy,5,a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat0;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat1;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat2;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat3;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat4,0,1.0,10,pitch
exploratory-hypothesis,Phase-0,px4_position,0,G08,I2,C3 Envelope,C3,pitch,pitch_plus_full,"saturated plus pitch; active [0,5] then neutral tail",I2_step_hold,pitch:+,tilt,"[2,5]",0.6108652381980153,0.42633760532541193,0.42633760532541193,0.0028928071893798,0.4225965503564451,0.43057159134211626,0.18452763287260338,0.0028928071893798,0.18029364685589905,0.1882686878415702,0.19031324725136298,0.17874201849384377,robust_safe,a08edfccf9989958,artifacts/contract_grid_summary/thetas/G08_pitch_plus_full_a08edfccf9989958.npy,5,a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat0;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat1;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat2;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat3;a08edfccf9989958_px4_position_0_contract_grid_G08_pitch_plus_full_repeat4,0,1.0,10,pitch
