axis,scenario_id,candidate_id,family,H_scale,param_overrides_json,maneuver,C_recover_status,C_recover_violation,C_track_status,C_track_violation,violation_contract,nonlinear_observable,nonlinear_activated,saturation_error_overlap_s,candidate_status,contract_class,tier1_robustness_class,tier2_robustness_class,threshold_mean,tail_start_peak_abs_rate_mean,terminal_peak_abs_rate_mean,rho_tier1_mean,rho_tier1_std,nondecay_ratio_margin_mean,nondecay_slope_margin_mean,terminal_peak_over_threshold,terminal_over_start_peak
pitch,px4_stabilized_pitch,rate_d_low_x0p35,rate_d_low,0.5,"{""MC_PITCHRATE_D"": 0.00089250003220511}",strong_doublet_A0p9_hold2,safe,False,safe,False,,True,True,0.15199995040893555,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.026525625959038734,0.02641170844435692,0.32358829155564306,0.0,0.005191207677125928,1.539887770008684e-05,0.07546202412673406,0.9957053788341234
pitch,px4_stabilized_pitch,rate_d_low_x0p35,rate_d_low,0.5,"{""MC_PITCHRATE_D"": 0.00089250003220511}",pulse_train_A0p9_repeat3,safe,False,safe,False,,True,True,0.2800002098083496,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.028118954971432686,0.02364688739180565,0.32635311260819433,0.0,0.001151723414659498,5.798459701484945e-05,0.067562535405159,0.8409589693439741
roll,px4_acro_roll,att_p_boundary_rate_p_x1p5,att_p_boundary_rate_p,0.5,"{""MC_ROLLRATE_P"": 0.4500000178813933, ""MC_ROLL_P"": 12.0}",pulse_train_A0p9_repeat3,safe,False,safe,False,,True,True,0.0280001163482666,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.04659795016050339,0.033051375299692154,0.3169486247003078,0.0,-0.004226984828710555,-0.0010773759017724705,0.0944325008562633,0.7092881808287489
roll,px4_acro_roll,att_p_boundary_rate_p_x1p5,att_p_boundary_rate_p,0.5,"{""MC_ROLLRATE_P"": 0.4500000178813933, ""MC_ROLL_P"": 12.0}",pulse_train_A0p7_repeat3,safe,False,safe,False,,True,True,0.011999845504760742,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.046090930700302124,0.031049678102135658,0.3189503218978643,0.0,-0.005823066458106041,-0.0011557797627434491,0.08871336600610188,0.6736613392346215
roll,px4_acro_roll,att_p_boundary_rate_p_x1p5,att_p_boundary_rate_p,0.5,"{""MC_ROLLRATE_P"": 0.4500000178813933, ""MC_ROLL_P"": 12.0}",pulse_train_A1p0_repeat3,safe,False,safe,False,,True,True,0.03600001335144043,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.02715349942445755,0.03113926574587822,0.31886073425412176,0.0,0.009416466206312177,-0.00022190589214529476,0.0889693307025092,1.1467864697332761
roll,px4_acro_roll,att_p_boundary_rate_p_x1p5,att_p_boundary_rate_p,0.5,"{""MC_ROLLRATE_P"": 0.4500000178813933, ""MC_ROLL_P"": 12.0}",reversal_A0p9_fast,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.03400346636772156,0.02587965317070484,0.32412034682929514,0.0,-0.0013231199234724073,-0.00034240370905689644,0.07394186620201383,0.7610886752202298
roll,px4_acro_roll,rate_p_boundary_high_i_x1p5,rate_p_boundary_high_i,0.5,"{""MC_ROLLRATE_I"": 0.9000000357627866, ""MC_ROLLRATE_P"": 0.4500000178813933}",pulse_train_A0p9_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.04296965152025223,0.037711251527071,0.312288748472929,0.0,0.0033355303108692155,-0.000664114960534849,0.10774643293448857,0.8776252585920352
roll,px4_acro_roll,rate_p_boundary_high_i_x1p5,rate_p_boundary_high_i,0.5,"{""MC_ROLLRATE_I"": 0.9000000357627866, ""MC_ROLLRATE_P"": 0.4500000178813933}",pulse_train_A0p7_repeat3,safe,False,safe,False,,True,True,0.031999826431274414,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.02857109159231186,0.04389099031686783,0.30610900968313215,0.0,0.02103411704301834,0.00043960663248834836,0.12540282947676523,1.5362027794793243
roll,px4_acro_roll,rate_p_boundary_high_i_x1p5,rate_p_boundary_high_i,0.5,"{""MC_ROLLRATE_I"": 0.9000000357627866, ""MC_ROLLRATE_P"": 0.4500000178813933}",pulse_train_A1p0_repeat3,safe,False,safe,False,,True,True,0.032000064849853516,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.03436888009309769,0.03769780695438385,0.3123021930456161,0.0,0.010202702879905698,0.00015436301767643304,0.10770801986966815,1.0968587528097755
roll,px4_acro_roll,rate_p_boundary_high_i_x1p5,rate_p_boundary_high_i,0.5,"{""MC_ROLLRATE_I"": 0.9000000357627866, ""MC_ROLLRATE_P"": 0.4500000178813933}",reversal_A0p9_fast,safe,False,safe,False,,True,True,0.04400014877319336,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.03927600011229515,0.03751034662127495,0.31248965337872503,0.0,0.006089546531438825,0.0003165896700394712,0.10717241891792843,0.9550449769331915
roll,px4_acro_roll,rate_p_boundary_low_d_x1p5,rate_p_boundary_low_d,0.5,"{""MC_ROLLRATE_D"": 0.000525000004563475, ""MC_ROLLRATE_P"": 0.4500000178813933}",pulse_train_A0p9_repeat3,safe,False,safe,False,,True,True,0.019999980926513672,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.033758293837308884,0.02566920965909958,0.3243307903409004,0.0,-0.0013374254107475295,-0.00038364702364420523,0.0733405990259988,0.7603823162037462
roll,px4_acro_roll,rate_p_boundary_low_d_x1p5,rate_p_boundary_low_d,0.5,"{""MC_ROLLRATE_D"": 0.000525000004563475, ""MC_ROLLRATE_P"": 0.4500000178813933}",pulse_train_A0p7_repeat3,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.032542675733566284,0.028317561373114586,0.3216824386268854,0.0,0.002283420786261557,-0.00033242029962493553,0.08090731820889882,0.8701669649095976
roll,px4_acro_roll,rate_p_boundary_low_d_x1p5,rate_p_boundary_low_d,0.5,"{""MC_ROLLRATE_D"": 0.000525000004563475, ""MC_ROLLRATE_P"": 0.4500000178813933}",pulse_train_A1p0_repeat3,safe,False,safe,False,,True,True,0.019999980926513672,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.034715019166469574,0.020664142444729805,0.3293358575552702,0.0,-0.007107872888445856,-0.0006054656626609698,0.059040406984942305,0.5952507859966506
roll,px4_acro_roll,rate_p_boundary_low_d_x1p5,rate_p_boundary_low_d,0.5,"{""MC_ROLLRATE_D"": 0.000525000004563475, ""MC_ROLLRATE_P"": 0.4500000178813933}",reversal_A0p9_fast,safe,False,safe,False,,True,True,0.0,NO_WITNESS_FOUND_AT_HEADROOM_BOUNDARY,safe,robust_safe,not_tier1_violation,0.35,0.0389961376786232,0.03538098931312561,0.31461901068687437,0.0,0.004184079170227048,-0.00010454061172165404,0.10108854089464461,0.9072947070991768
