trigger_id,step_index,phase,action,accepted,memo_hit,skipped_reason,j5_points_used_after,query_repeats_used_after,candidate_theta_hash,candidate_support_size_abs_gt_0p1,candidate_active_channels_abs_gt_0p1,candidate_active_group_ids_abs_gt_0p1,details_json,candidate_eval_id,candidate_robustness_class,candidate_max_abs_theta,candidate_rho_mean_post_neutral_xy_velocity,candidate_rho_std_post_neutral_xy_velocity,candidate_rho_margin_2sigma_post_neutral_xy_velocity
0,29,amplitude_bisection,outer0_iter02_scale0p8750,False,False,,25,125,c1075c6ceb7a3cdc,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 2, ""outer_pass"": 0, ""scale"": 0.875}",24,robust_safe,0.4235559561356483,0.1803119536978775,0.04876334196705961,0.27783863763199673
0,30,amplitude_bisection,outer0_iter03_scale0p9375,False,False,,26,130,0b176e70d548d1b0,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 3, ""outer_pass"": 0, ""scale"": 0.9375}",25,noise_band,0.45380995300248034,0.07381939738456567,0.0393212653643862,0.15246192811333809
0,31,amplitude_bisection,outer0_iter04_scale0p9688,False,False,,27,135,b302c82eb378bec2,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 4, ""outer_pass"": 0, ""scale"": 0.96875}",26,noise_band,0.4689369514358963,0.0055676278799281055,0.05272987571245883,0.11102737930484577
0,32,amplitude_bisection,outer0_iter05_scale0p9844,False,False,,28,140,525018c6edc88fcd,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 5, ""outer_pass"": 0, ""scale"": 0.984375}",27,noise_band,0.4765004506526043,0.025152256055015344,0.1120790432395802,0.24931034253417575
0,33,amplitude_bisection,outer0_iter06_scale0p9922,True,False,,29,145,181773fc09832ad4,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 6, ""outer_pass"": 0, ""scale"": 0.9921875}",28,robust_violation,0.48028220026095836,-0.06187209783110181,0.01460549158486174,-0.03266111466137833
0,34,support_ddmin,outer1_remove_04_of_08,False,False,,30,150,4fdb91783575cdd5,4,"pitch,roll","29,32,36,37","{""granularity"": 2, ""group_ids"": [16, 20, 24, 28], ""outer_pass"": 1}",29,robust_safe,0.48028220026095836,0.48500433808980403,0.031361035360394106,0.5477264088105922
0,35,support_ddmin,outer1_remove_04_of_08,False,False,,31,155,5b9f7d3f459cca2d,5,roll,"16,20,24,28,32","{""granularity"": 2, ""group_ids"": [29, 32, 36, 37], ""outer_pass"": 1}",30,robust_safe,0.3861793092171706,0.7918061232378899,0.014960418746834467,0.8217269607315588
0,36,support_ddmin,outer1_remove_02_of_08,False,False,,32,160,3111391a7fb09248,6,"pitch,roll","24,28,29,32,36,37","{""granularity"": 4, ""group_ids"": [16, 20], ""outer_pass"": 1}",31,robust_safe,0.48028220026095836,0.1053827275877999,0.04810643301945699,0.20159559362671386
0,37,support_ddmin,outer1_remove_02_of_08,False,False,,33,165,718a282642b2a17c,6,"pitch,roll","16,20,29,32,36,37","{""granularity"": 4, ""group_ids"": [24, 28], ""outer_pass"": 1}",32,robust_safe,0.48028220026095836,0.4196891130202379,0.03081300588949945,0.4813151247992368
0,38,amplitude_bisection,outer1_iter00_scale0p5000,False,False,,34,170,1705f9e4003bc74c,4,"pitch,roll","28,32,36,37","{""iteration"": 0, ""outer_pass"": 1, ""scale"": 0.5}",33,robust_safe,0.24014110013047918,0.8523496906639654,0.012210286049137528,0.8767702627622405
0,39,amplitude_bisection,outer1_iter01_scale0p7500,False,False,,35,175,0174f4488d8c1153,7,"pitch,roll","20,24,28,29,32,36,37","{""iteration"": 1, ""outer_pass"": 1, ""scale"": 0.75}",34,robust_safe,0.36021165019571877,0.4298826374356077,0.015722007827882932,0.46132665309137355
0,40,amplitude_bisection,outer1_iter02_scale0p8750,False,False,,36,180,31b1326d8542cab2,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 2, ""outer_pass"": 1, ""scale"": 0.875}",35,robust_safe,0.42024692522833856,0.16516014624544828,0.03269638912958315,0.23055292450461456
0,41,amplitude_bisection,outer1_iter03_scale0p9375,False,False,,37,185,48273e082af9ff95,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 3, ""outer_pass"": 1, ""scale"": 0.9375}",36,noise_band,0.45026456274464843,0.06448686620315387,0.036892617549229255,0.13827210130161238
0,42,amplitude_bisection,outer1_iter04_scale0p9688,False,False,,38,190,6f93b2f013666b0d,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 4, ""outer_pass"": 1, ""scale"": 0.96875}",37,noise_band,0.4652733815028034,0.0052832569142287735,0.03692582263519238,0.07913490218461354
0,43,amplitude_bisection,outer1_iter05_scale0p9844,False,False,,39,195,ba3852715c50cf48,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 5, ""outer_pass"": 1, ""scale"": 0.984375}",38,noise_band,0.4727777908818809,0.004234501039300453,0.026796891681980576,0.057828284403261605
0,44,amplitude_bisection,outer1_iter06_scale0p9922,False,False,,40,200,c23baf03d053649d,8,"pitch,roll","16,20,24,28,29,32,36,37","{""iteration"": 6, ""outer_pass"": 1, ""scale"": 0.9921875}",39,noise_band,0.4765299955714196,-0.027309046659176172,0.03871315902175102,0.05011727138432587
1,1,start,cached_arm_b_start,True,True,,0,0,d2db3d0d5de211ec,30,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""selection_bucket"": ""arm_b_interior""}",arm_b_94,robust_violation,0.4386829545690643,-0.0188692230684103,0.0061595662022409,-0.006550090663928499
1,2,whole_channel,zero_throttle,False,False,,1,5,30bfd0046dd476fd,22,"pitch,roll,yaw","0,2,9,10,12,13,14,16,18,20,22,24,26,28,29,30,32,33,34,36,37,38","{""group_ids"": [3, 7, 11, 15, 19, 23, 27, 31, 35, 39]}",40,noise_band,0.4386829545690643,0.006957516216089798,0.027692844009381278,0.06234320423485235
1,3,whole_channel,zero_yaw,False,False,,2,10,1df9efd4caacd14a,21,"pitch,roll,throttle","0,7,9,11,12,13,15,16,19,20,23,24,28,29,31,32,33,35,36,37,39","{""group_ids"": [2, 6, 10, 14, 18, 22, 26, 30, 34, 38]}",41,noise_band,0.4386829545690643,-0.011935510562127138,0.053107810661920024,0.09428011076171292
1,4,support_ddmin,outer0_remove_15_of_30,False,False,,3,15,5aa0ce80efa2f86a,15,"pitch,roll,throttle,yaw","23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 2, ""group_ids"": [0, 2, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 22], ""outer_pass"": 0}",42,robust_safe,0.4386829545690643,0.18987793217689378,0.03453605691789961,0.258950046012693
1,5,support_ddmin,outer0_remove_15_of_30,False,False,,4,20,58d987e9257293a3,15,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22","{""granularity"": 2, ""group_ids"": [23, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39], ""outer_pass"": 0}",43,robust_safe,0.418459388699974,0.9648215822811818,0.00725100886320116,0.9793236000075841
1,6,support_ddmin,outer0_remove_08_of_30,False,False,,5,25,46bf02c5d3818b2b,22,"pitch,roll,throttle,yaw","14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 4, ""group_ids"": [0, 2, 7, 9, 10, 11, 12, 13], ""outer_pass"": 0}",44,noise_band,0.4386829545690643,0.018645894610943105,0.011261703904157582,0.04116930241925827
1,7,support_ddmin,outer0_remove_08_of_30,False,False,,6,30,da0bf584ea0fbd4f,22,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 4, ""group_ids"": [14, 15, 16, 18, 19, 20, 22, 23], ""outer_pass"": 0}",45,robust_safe,0.4386829545690643,0.12485357452888628,0.020774906627747936,0.16640338778438216
1,8,support_ddmin,outer0_remove_07_of_30,False,False,,7,35,586263fced0f726d,23,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,33,34,35,36,37,38,39","{""granularity"": 4, ""group_ids"": [24, 26, 28, 29, 30, 31, 32], ""outer_pass"": 0}",46,robust_safe,0.43376114366481006,0.7405511194380695,0.024227939545079492,0.7890069985282285
1,9,support_ddmin,outer0_remove_07_of_30,False,False,,8,40,9dda6183a8f23b47,24,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,36","{""granularity"": 4, ""group_ids"": [33, 34, 35, 36, 37, 38, 39], ""outer_pass"": 0}",47,robust_safe,0.418459388699974,0.3706302682115953,0.024674156769229568,0.4199785817500544
1,10,support_ddmin,outer0_remove_04_of_30,False,False,,9,45,4e946411f385070a,26,"pitch,roll,throttle,yaw","10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 8, ""group_ids"": [0, 2, 7, 9], ""outer_pass"": 0}",48,noise_band,0.4386829545690643,0.04315128062433042,0.0335953578445588,0.11034199631344802
1,11,support_ddmin,outer0_remove_04_of_30,False,False,,10,50,67ea45e58c61d907,26,"pitch,roll,throttle,yaw","0,2,7,9,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 8, ""group_ids"": [10, 11, 12, 13], ""outer_pass"": 0}",49,noise_band,0.4386829545690643,0.0601287465712181,0.030281793515164815,0.12069233360154773
1,12,support_ddmin,outer0_remove_04_of_30,False,False,,11,55,76f669ac8665135b,26,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 8, ""group_ids"": [14, 15, 16, 18], ""outer_pass"": 0}",50,noise_band,0.4386829545690643,0.09243505431445861,0.09337566246273593,0.2791863792399305
1,13,support_ddmin,outer0_remove_04_of_30,False,False,,12,60,6a481fb3cc23857e,27,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 8, ""group_ids"": [19, 20, 22, 23], ""outer_pass"": 0}",51,noise_band,0.4386829545690643,0.11009257477276083,0.06302239943664749,0.2361373736460558
1,14,support_ddmin,outer0_remove_04_of_30,False,False,,13,65,6a2cd246339c487f,26,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,30,31,32,33,34,35,36,37,38,39","{""granularity"": 8, ""group_ids"": [24, 26, 28, 29], ""outer_pass"": 0}",52,robust_safe,0.4386829545690643,0.48803129718837945,0.03542649587746985,0.5588842889433192
1,15,support_ddmin,outer0_remove_04_of_30,False,False,,14,70,dc5e10eeb8902e54,27,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,32,34,35,36,37,38,39","{""granularity"": 8, ""group_ids"": [30, 31, 32, 33], ""outer_pass"": 0}",53,robust_safe,0.43376114366481006,0.5110464913555929,0.020684958404455996,0.5524164081645049
1,16,support_ddmin,outer0_remove_03_of_30,False,False,,15,75,3f129ffc0611418b,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,36,37,38,39","{""granularity"": 8, ""group_ids"": [34, 35, 36], ""outer_pass"": 0}",54,robust_safe,0.418459388699974,0.3064006951329105,0.015587100528290862,0.3375748961894922
1,17,support_ddmin,outer0_remove_03_of_30,False,False,,16,80,ab6f86fff432af45,27,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36","{""granularity"": 8, ""group_ids"": [37, 38, 39], ""outer_pass"": 0}",55,noise_band,0.4386829545690643,0.05398231066679673,0.032990904110208503,0.11996411888721373
1,18,support_ddmin,outer0_remove_02_of_30,False,False,,17,85,b079f7516cc13d21,28,"pitch,roll,throttle,yaw","7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [0, 2], ""outer_pass"": 0}",56,noise_band,0.4386829545690643,0.019107949296776127,0.021983366634314497,0.06307468256540512
1,19,support_ddmin,outer0_remove_02_of_30,False,False,,18,90,b6f93fafd6882a54,28,"pitch,roll,throttle,yaw","0,2,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [7, 9], ""outer_pass"": 0}",57,noise_band,0.4386829545690643,-0.011706387569015542,0.011901811845543162,0.012097236122070781
1,20,support_ddmin,outer0_remove_02_of_30,False,False,,19,95,e9dce9f4ced11e15,28,"pitch,roll,throttle,yaw","0,2,7,9,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [10, 11], ""outer_pass"": 0}",58,noise_band,0.4386829545690643,0.021102889733640738,0.02103848067319419,0.06317985108002912
1,21,support_ddmin,outer0_remove_02_of_30,False,False,,20,100,61add7d1bf9312e6,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [12, 13], ""outer_pass"": 0}",59,noise_band,0.4386829545690643,0.04520707292295652,0.02573029645380426,0.09666766583056505
1,22,support_ddmin,outer0_remove_02_of_30,False,False,,21,105,bd97f84f0d860e32,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [14, 15], ""outer_pass"": 0}",60,noise_band,0.4386829545690643,0.01389147897355103,0.0705034434563195,0.15489836588619002
1,23,support_ddmin,outer0_remove_02_of_30,False,False,,22,110,d0d01553a184a0b1,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [16, 18], ""outer_pass"": 0}",61,noise_band,0.4386829545690643,0.056626063158694964,0.035289234006194874,0.1272045311710847
1,24,support_ddmin,outer0_remove_02_of_30,False,False,,23,115,c2fd0b5faa81a593,29,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [19, 20], ""outer_pass"": 0}",62,robust_safe,0.4386829545690643,0.10985340770512415,0.02051001751459659,0.15087344273431733
1,25,support_ddmin,outer0_remove_02_of_30,False,False,,24,120,4dac5c9cb361842f,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [22, 23], ""outer_pass"": 0}",63,noise_band,0.4386829545690643,-0.00561795852842939,0.030887976131162845,0.0561579937338963
1,26,support_ddmin,outer0_remove_02_of_30,False,False,,25,125,784c906bf493dd5c,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [24, 26], ""outer_pass"": 0}",64,robust_safe,0.4386829545690643,0.19308193872617824,0.03479409105462105,0.26267012083542035
1,27,support_ddmin,outer0_remove_02_of_30,False,False,,26,130,629a822752fa6147,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,30,31,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [28, 29], ""outer_pass"": 0}",65,robust_safe,0.4386829545690643,0.42332084043997653,0.046043493807453546,0.5154078280548836
1,28,support_ddmin,outer0_remove_02_of_30,False,False,,27,135,5e80b6087938174c,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,32,33,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [30, 31], ""outer_pass"": 0}",66,noise_band,0.4386829545690643,-0.004699425484891706,0.023274781580825854,0.041850137676760005
1,29,support_ddmin,outer0_remove_02_of_30,False,False,,28,140,46b8cecc0cb82b51,29,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,34,35,36,37,38,39","{""granularity"": 16, ""group_ids"": [32, 33], ""outer_pass"": 0}",67,robust_safe,0.43376114366481006,0.4756869426912034,0.01671257004479578,0.5091120827807949
1,30,support_ddmin,outer0_remove_02_of_30,False,False,,29,145,6a3a5b7b1fe6a391,28,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,36,37,38,39","{""granularity"": 16, ""group_ids"": [34, 35], ""outer_pass"": 0}",68,noise_band,0.4386829545690643,0.010154206783710174,0.048585014753132566,0.10732423628997531
1,31,support_ddmin,outer0_remove_02_of_30,False,False,,30,150,b17108948b4cff95,29,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,38,39","{""granularity"": 16, ""group_ids"": [36, 37], ""outer_pass"": 0}",69,robust_safe,0.43376114366481006,0.3804275442099562,0.022148101786650876,0.424723747783258
1,32,support_ddmin,outer0_remove_01_of_30,False,False,,31,155,0c073b001725000d,29,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,39","{""granularity"": 16, ""group_ids"": [38], ""outer_pass"": 0}",70,noise_band,0.4386829545690643,-0.024030475029492425,0.029167578958520783,0.03430468288754914
1,33,support_ddmin,outer0_remove_01_of_30,False,False,,32,160,e190d9acea1834fb,29,"pitch,roll,throttle,yaw","0,2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38","{""granularity"": 16, ""group_ids"": [39], ""outer_pass"": 0}",71,noise_band,0.4386829545690643,0.028819541430185235,0.01929415394997967,0.06740784933014457
1,34,support_ddmin,outer0_remove_01_of_30,False,False,,33,165,76529cff2ae083ff,29,"pitch,roll,throttle,yaw","2,7,9,10,11,12,13,14,15,16,18,19,20,22,23,24,26,28,29,30,31,32,33,34,35,36,37,38,39","{""granularity"": 30, ""group_ids"": [0], ""outer_pass"": 0}",72,noise_band,0.4386829545690643,-0.0044861951809396,0.02257430682324487,0.04066241846555014
