group_id,channel,window_id,t_start,t_end,alpha,sign,repeat_idx,delta_probe,projection_linf,theta_hash,query_id,rho_xy_velocity,rho_xy_drift,rho_alt_drift
38,yaw,9,4.5,5.0,0.44921875,+,1,0.2,0.0,5f6ef8af4915e111,5f6ef8af4915e111_px4_position_0_stage1_redo_delta020_pointV_g38_plus_repeat1,-0.24699518582593472,0.7438263322735463,0.9071645736694336
38,yaw,9,4.5,5.0,0.44921875,-,1,0.2,0.06230468750000001,fc085ec072828051,fc085ec072828051_px4_position_0_stage1_redo_delta020_pointV_g38_minus_repeat1,-0.21059813616892908,0.8198720584187398,0.9137129783630371
38,yaw,9,4.5,5.0,0.44921875,+,2,0.2,0.0,5f6ef8af4915e111,5f6ef8af4915e111_px4_position_0_stage1_redo_delta020_pointV_g38_plus_repeat2,-0.2879027330218893,0.7358768244620373,0.9082880020141602
38,yaw,9,4.5,5.0,0.44921875,-,2,0.2,0.06230468750000001,fc085ec072828051,fc085ec072828051_px4_position_0_stage1_redo_delta020_pointV_g38_minus_repeat2,-0.29609697437927096,0.7434138685437821,0.9098033905029297
39,throttle,9,4.5,5.0,0.44921875,+,0,0.2,0.0,8e7c4417d0993309,8e7c4417d0993309_px4_position_0_stage1_redo_delta020_pointV_g39_plus_repeat0,-0.23485249980867695,0.7995628739415439,0.7263469696044922
39,throttle,9,4.5,5.0,0.44921875,-,0,0.2,0.0,6f56acbc78e7be04,6f56acbc78e7be04_px4_position_0_stage1_redo_delta020_pointV_g39_minus_repeat0,-0.27354687531494104,0.7677165580151126,0.9833402633666992
39,throttle,9,4.5,5.0,0.44921875,+,1,0.2,0.0,8e7c4417d0993309,8e7c4417d0993309_px4_position_0_stage1_redo_delta020_pointV_g39_plus_repeat1,-0.2902773526678508,0.7368740547121573,0.7348217964172363
39,throttle,9,4.5,5.0,0.44921875,-,1,0.2,0.0,6f56acbc78e7be04,6f56acbc78e7be04_px4_position_0_stage1_redo_delta020_pointV_g39_minus_repeat1,-0.2620200690278729,0.7712386170047387,0.984168529510498
39,throttle,9,4.5,5.0,0.44921875,+,2,0.2,0.0,8e7c4417d0993309,8e7c4417d0993309_px4_position_0_stage1_redo_delta020_pointV_g39_plus_repeat2,-0.26347488405985486,0.7356524757682725,0.7092161178588867
39,throttle,9,4.5,5.0,0.44921875,-,2,0.2,0.0,6f56acbc78e7be04,6f56acbc78e7be04_px4_position_0_stage1_redo_delta020_pointV_g39_minus_repeat2,-0.22172779120322939,0.8462936773184031,0.9871969223022461
